Address,Number_of_Bedrooms,ZipCode,PhoneNumber,Rent,Number_of_Active_Listing,ContactInfo,Email,Info_of_Days_Vacant
"627 S 19th St # 2, Philadelphia, PA, 19146",2,19146,,1775,1,,todor.dev000@gmail.com,26 days ago
"2213 South St # 1, Philadelphia, PA, 19146",1,19146,,1795,1,,todor.dev000@gmail.com,44 days ago
"722 S 21st Street # First Floor, Philadelphia, PA, 19146",2,19146,(215) 485-0091,1600,1,(215) 485-0091,todor.dev000@gmail.com,15 days ago
"2004 Lombard St APT 2F, Philadelphia, PA, 19146",2,19146,(215) 704-4753,1750,1,City Living Philly  (215) 704-4753,todor.dev000@gmail.com,14 days ago
"2521 Kimball St, Philadelphia, PA, 19146",2,19146,(215) 800-1762,1595,1,Skyline Property Management  (215) 800-1762,todor.dev000@gmail.com,35 days ago
"2041 Market St # 505, Philadelphia, PA, 19103",1,19103,(267) 432-4883,1790,1,Maxwell Realty Company  (267) 432-4883,todor.dev000@gmail.com,15 days ago
"2207 Catharine St # 2, Philadelphia, PA, 19146",1,19146,(215) 546-2030,1595,1,Abbolone & Scullin Realty-Philadelphia  (215) 546-2030,todor.dev000@gmail.com,1 day ago
"2231 Saint Albans St # 1, Philadelphia, PA, 19146",1,19146,(215) 545-5414,1595,1,"Volpe Real Estate, Inc.  (215) 545-5414",todor.dev000@gmail.com,70 days ago
"1820 Fitzwater St FL 2ND, Philadelphia, PA, 19146",1,19146,(267) 474-8488,1575,1,(267) 474-8488,todor.dev000@gmail.com,20 days ago
"1537 S 15th St # 2, Philadelphia, PA, 19146",2,19146,(215) 808-4197,1575,1,Keller Williams Philly  (215) 808-4197,todor.dev000@gmail.com,6 hours ago
"1440 Lombard St APT 1R, Philadelphia, PA, 19146",1,19146,(267) 231-7346,1580,1,(267) 231-7346,todor.dev000@gmail.com,15 days ago
"2111 Oakford St, Philadelphia, PA, 19146",2,19146,(856) 343-5926,1550,1,(856) 343-5926,todor.dev000@gmail.com,6 days ago
"142R S Front St, Philadelphia, PA, 19106",4,19106,(215) 709-4141,8499,1,Keller Williams Philly  (215) 709-4141,todor.dev000@gmail.com,170 days ago
"631-33 Pine St, PHILADELPHIA, PA, 19106",4,19106,(215) 828-6558,6250,1,Compass RE  (215) 828-6558,todor.dev000@gmail.com,67 days ago
"30 S 7th St # FULLY, Philadelphia, PA, 19106",3,19106,(215) 740-0452,8000,1,(215) 740-0452,todor.dev000@gmail.com,7 days ago
"117 Quarry St APT 3, Philadelphia, PA, 19106",3,19106,(267) 273-1702,3800,1,Premier Access Property Management  (267) 273-1702,todor.dev000@gmail.com,30 days ago
"130 Spruce St APT 29B, Philadelphia, PA, 19106",2,19106,(267) 912-1407,3495,1,The Somers Team - RE/MAX Access  (267) 912-1407,todor.dev000@gmail.com,101 days ago
"535 Spruce St # B, Philadelphia, PA, 19106",4,19106,(215) 735-7368,3300,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,182 days ago
"130 Spruce St APT 9C, Philadelphia, PA, 19106",1,19106,(267) 968-5577,3200,1,Berkshire Hathaway HomeServices Fox & Roach Realtors  (267) 968-5577,todor.dev000@gmail.com,103 days ago
"Chestnut St, Philadelphia, PA, 19106",2,19106,,3150,1,,todor.dev000@gmail.com,20 days ago
"7 N Columbus Blvd APT 122, Philadelphia, PA, 19106",2,19106,(215) 545-1500,3100,1,Allan Domb Real Estate  (215) 545-1500,todor.dev000@gmail.com,8 days ago
"3 N Chris Columbus Blvd # 247, Philadelphia, PA, 19106",1,19106,(215) 906-8887,3000,1,(215) 906-8887,todor.dev000@gmail.com,16 days ago
"115 N Orianna St # 2, Philadelphia, PA, 19106",3,19106,(610) 615-5400,15000,1,Compass  (610) 615-5400,todor.dev000@gmail.com,132 days ago
"126 N 3rd St APT 5, Philadelphia, PA, 19106",2,19106,(267) 968-8600,2900,1,Keller Williams Philly  (267) 968-8600,todor.dev000@gmail.com,105 days ago
"134 Elfreths Aly, Philadelphia, PA, 19106",3,19106,(215) 467-4100,2850,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,57 days ago
"528 Delancey St APT 3, Philadelphia, PA, 19106",2,19106,,2750,1,,todor.dev000@gmail.com,17 days ago
"220-24 S 3rd St # 303, Philadelphia, PA, 19106",2,19106,(267) 968-8600,2750,1,Keller Williams Philly  (267) 968-8600,todor.dev000@gmail.com,321 days ago
"728 Market St, Philadelphia, PA, 19106",1,19106,(516) 880-5445,3650,1,(516) 880-5445,todor.dev000@gmail.com,744 days ago
"112 N 2nd St APT 3A, Philadelphia, PA, 19106",2,19106,(267) 238-5733,2700,1,Keller Williams Realty Philadelphia  (267) 238-5733,todor.dev000@gmail.com,16 days ago
"304 Market St # B, Philadelphia, PA, 19106",2,19106,(215) 467-4100,2595,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,18 days ago
"N Columbus Blvd, Philadelphia, PA, 19106",1,19106,,2600,1,,todor.dev000@gmail.com,13 days ago
"N Christopher Columbus Blvd, Philadelphia, PA, 19106",1,19106,,2550,1,,todor.dev000@gmail.com,13 days ago
"20 N Front St APT 2B, Philadelphia, PA, 19106",0,19106,(267) 254-0633,2500,1,Compass RE  (267) 254-0633,todor.dev000@gmail.com,149 days ago
"113 N Bread St APT 3H3, Philadelphia, PA, 19106",2,19106,(732) 670-6496,2500,1,National Realty Old City LLC -  (732) 670-6496,todor.dev000@gmail.com,31 days ago
"130 N 2nd St # 4C3, Philadelphia, PA, 19106",2,19106,(215) 280-7455,2395,1,Center City-Rittenhouse Hotel  (215) 280-7455,todor.dev000@gmail.com,131 days ago
"33 S 3rd St APT 3, Philadelphia, PA, 19106",2,19106,(267) 402-8017,2395,1,(267) 402-8017,todor.dev000@gmail.com,72 days ago
"635 Pine Street 635 Pine 3 # 3, Philadelphia, PA, 19106",2,19106,(215) 275-2394,2395,1,TCS Management LLC  (215) 275-2394,todor.dev000@gmail.com,5 days ago
"35 N 3rd St APT 401, Philadelphia, PA, 19106",3,19106,(215) 563-5616,2975,1,ASI Management  (215) 563-5616,todor.dev000@gmail.com,37 days ago
"106 Arch St, Philadelphia, PA, 19106",3,19106,(215) 740-0452,7800,1,(215) 740-0452,todor.dev000@gmail.com,133 days ago
"249-51 N 2nd St # 2R, Phila, PA, 19106",2,19106,(215) 545-7007,2495,1,Property Management Group DBA PMG Realty  (215) 545-7007,todor.dev000@gmail.com,8 days ago
"3820 Lancaster Ave APT 2R, Philadelphia, PA, 19104",0,19104,(484) 904-1111,1100,1,How Properties  (484) 904-1111,todor.dev000@gmail.com,35 days ago
"3614 Baring St APT 1F, Philadelphia, PA, 19104",0,19104,(215) 386-2578,1075,1,Powelton Properties  (215) 386-2578,todor.dev000@gmail.com,90 days ago
"720-22 Chestnut St # D, Philadelphia, PA, 19106",2,19106,(215) 692-0443,3150,1,Berkshire Hathaway HomeServices Fox & Roach - Blue Bell  (215) 692-0443,todor.dev000@gmail.com,61 days ago
"408 Spruce St # 1, Philadelphia, PA, 19106",2,19106,(215) 287-6102,2895,1,"Berkshire Hathaway Home Services, Fox & Roach Realtors - Center City  (215) 287-6102",todor.dev000@gmail.com,17 days ago
"3312 Hamilton St APT 15, Philadelphia, PA, 19104",0,19104,(215) 300-7916,995,1,Greenzang Properties  (215) 300-7916,todor.dev000@gmail.com,55 days ago
"724 Lombard St # 1, Philadelphia, PA, 19147",1,19147,(215) 498-0181,1395,1,(215) 498-0181,todor.dev000@gmail.com,1 day ago
"1342 Ellsworth St # 3, Philadelphia, PA, 19147",1,19147,(215) 391-5172,1395,1,Philly PMG  (215) 391-5172,todor.dev000@gmail.com,2 days ago
"1019 Latona St APT 5, Philadelphia, PA, 19147",1,19147,(856) 246-7408,1350,1,RE/MAX Preferred-Marlton  (856) 246-7408,todor.dev000@gmail.com,30 days ago
"715 S 3rd St APT 207, Philadelphia, PA, 19147",0,19147,(215) 920-0200,1355,1,Odin Properties  (215) 920-0200,todor.dev000@gmail.com,9 days ago
"808 S 8th St # 1, Philadelphia, PA, 19147",1,19147,(215) 440-2096,1345,1,"BHHS, Fox & Roach Realtors  (215) 440-2096",todor.dev000@gmail.com,130 days ago
"509 S Front St # 2R, Philadelphia, PA, 19147",0,19147,(215) 763-6300,1325,1,PMG Realty  (215) 763-6300,todor.dev000@gmail.com,34 days ago
"1028 Federal St, Philadelphia, PA, 19147",1,19147,(267) 600-4046,1300,1,(267) 600-4046,todor.dev000@gmail.com,2 days ago
"1335 S 10th St # 1, Philadelphia, PA, 19147",1,19147,(215) 439-2236,1300,1,RE/MAX Preferred (PA License)  (215) 439-2236,todor.dev000@gmail.com,50 days ago
"404 South St # 2, Philadelphia, PA, 19147",1,19147,(484) 252-6027,1300,1,(484) 252-6027,todor.dev000@gmail.com,7 days ago
"415 S 10th St APT 2F, Philadelphia, PA, 19147",1,19147,,1300,1,,todor.dev000@gmail.com,42 days ago
"507 Christian St # A, Philadelphia, PA, 19147",1,19147,(215) 917-4062,1300,1,(215) 917-4062,todor.dev000@gmail.com,69 days ago
"716 South St, Philadelphia, PA, 19147",1,19147,(267) 230-6400,1295,1,(267) 230-6400,todor.dev000@gmail.com,7 days ago
"1437 E Passyunk Ave FL 3RD, Philadelphia, PA, 19147",1,19147,(609) 381-1570,1300,1,PA Realty Works  (609) 381-1570,todor.dev000@gmail.com,8 days ago
"616 S Hancock St # 2, Philadelphia, PA, 19147",1,19147,,1295,1,,todor.dev000@gmail.com,22 days ago
"229 Catharine St, Philadelphia, PA, 19147",1,19147,(215) 620-7630,1295,1,(215) 620-7630,todor.dev000@gmail.com,33 days ago
"533 South St # 2F, Philadelphia, PA, 19147",1,19147,(215) 922-7501,1275,1,Triad Realty Inc.  (215) 922-7501,todor.dev000@gmail.com,208 days ago
"1538 S Juniper St FL 1ST, Philadelphia, PA, 19147",1,19147,(215) 307-6955,1250,1,(215) 307-6955,todor.dev000@gmail.com,75 days ago
"1505 E Passyunk Ave # 3RD, Philadelphia, PA, 19147",1,19147,(609) 929-6022,1250,1,(609) 929-6022,todor.dev000@gmail.com,56 days ago
"427 S 8th St, Philadelphia, PA, 19147",1,19147,(215) 925-8683,1245,1,"Michael Singer, Inc.  (215) 925-8683",todor.dev000@gmail.com,105 days ago
"126 Bainbridge St APT 4F, Philadelphia, PA, 19147",1,19147,(267) 884-9548,1225,1,(267) 884-9548,todor.dev000@gmail.com,36 days ago
"1931 Chestnut St APT 2F, Philadelphia, PA, 19103",0,19103,(215) 519-1639,1490,1,(215) 519-1639,todor.dev000@gmail.com,4 days ago
"125 S 21st St # 4, Philadelphia, PA, 19103",1,19103,(215) 666-7188,1495,1,AMC Delancey  (215) 666-7188,todor.dev000@gmail.com,2 days ago
"1728 Pine St APT 3R, Philadelphia, PA, 19103",1,19103,(267) 223-7883,1450,1,Remax Access  (267) 223-7883,todor.dev000@gmail.com,17 days ago
"114 S 19th St FRNT 1, Philadelphia, PA, 19103",1,19103,(610) 649-4860,1475,1,Harrison Richards  (610) 649-4860,todor.dev000@gmail.com,53 days ago
"1939 Chestnut St # 6B, Philadelphia, PA, 19103",1,19103,(215) 908-4112,1450,1,Keller Williams Philly  (215) 908-4112,todor.dev000@gmail.com,46 days ago
"121 N 20th St APT 3, Philadelphia, PA, 19103",1,19103,(856) 952-0275,1450,1,Maxwell Realty Co Inc.  (856) 952-0275,todor.dev000@gmail.com,58 days ago
"148 N 21st St # 2F, Philadelphia, PA, 19103",1,19103,(267) 207-9307,1400,1,(267) 207-9307,todor.dev000@gmail.com,56 days ago
"105 S 21st St APT 2F, Philadelphia, PA, 19103",1,19103,,1425,1,,todor.dev000@gmail.com,35 days ago
"2100 Spring St # 3F, Philadelphia, PA, 19103",1,19103,(215) 467-4100,1395,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,20 days ago
"2033 Spruce St APT 6, Philadelphia, PA, 19103",1,19103,(267) 968-8600,1350,1,Keller Williams Philly  (267) 968-8600,todor.dev000@gmail.com,2 days ago
"Walnut St, Philadelphia, PA, 19103",1,19103,(215) 834-2775,1395,1,(215) 834-2775,todor.dev000@gmail.com,29 days ago
"1610 Kater St, Philadelphia, PA, 19146",2,19146,(215) 925-8683,1550,1,(215) 925-8683,todor.dev000@gmail.com,44 days ago
"2218 Walnut St, Philadelphia, PA, 19103",0,19103,(267) 689-8262,1350,1,(267) 689-8262,todor.dev000@gmail.com,154 days ago
"2124 Pine St APT 3F, Philadelphia, PA, 19103",1,19103,(215) 990-4947,1347,1,Compass Real Estate  (215) 990-4947,todor.dev000@gmail.com,16 days ago
"1439 S 20th St # C, Philadelphia, PA, 19146",2,19146,(201) 230-9519,1550,1,Keller Williams Philly   (201) 230-9519,todor.dev000@gmail.com,3 days ago
"757 S 16th St APT 2, Philadelphia, PA, 19146",2,19146,(215) 303-6704,1549,1,"Best City Homes, Inc.  (215) 303-6704",todor.dev000@gmail.com,6 hours ago
"2254 Greenwich St, Philadelphia, PA, 19146",2,19146,(267) 797-2175,1550,1,JBMP Group  (267) 797-2175,todor.dev000@gmail.com,20 days ago
"745 S 16th St APT 3, Philadelphia, PA, 19146",1,19146,(215) 913-3044,1500,1,(215) 913-3044,todor.dev000@gmail.com,36 days ago
"306 Cherry St APT 1, Philadelphia, PA, 19106",2,19106,(267) 279-9777,2299,1,"Ikos Holdings, Inc.  (267) 279-9777",todor.dev000@gmail.com,16 days ago
"11 Saint James Ct, Philadelphia, PA, 19106",2,19106,(215) 467-4100,2250,1,JG Real Estate  (215) 467-4100,todor.dev000@gmail.com,92 days ago
"240 N 2nd St APT 4W, Philadelphia, PA, 19106",1,19106,(267) 566-2268,2060,1,(267) 566-2268,todor.dev000@gmail.com,20 days ago
"202 Spruce St, Philadelphia, PA, 19106",2,19106,(215) 260-1359,2000,1,Compass RE  (215) 260-1359,todor.dev000@gmail.com,125 days ago
"6 S Strawberry St, Philadelphia, PA, 19106",2,19106,(609) 658-0900,2000,1,(609) 658-0900,todor.dev000@gmail.com,11 days ago
"52 N 2nd St # 3, Philadelphia, PA, 19106",2,19106,(610) 331-7655,2250,1,"Higgins & Welch Real Estate, Inc  (610) 331-7655",todor.dev000@gmail.com,20 days ago
"N 2nd St, Philadelphia, PA, 19106",1,19106,(484) 802-0728,2000,1,(484) 802-0728,todor.dev000@gmail.com,28 days ago
"315 New St APT 710, Philadelphia, PA, 19106",2,19106,(804) 229-4248,2000,1,(804) 229-4248,todor.dev000@gmail.com,20 days ago
"135 N 3rd St, Philadelphia, PA, 19106",2,19106,(215) 253-9319,2000,1,The Condo Shop/TCS Homes  (215) 253-9319,todor.dev000@gmail.com,44 days ago
"239 Race St APT C, Philadelphia, PA, 19106",2,19106,(215) 275-1965,2000,1,(215) 275-1965,todor.dev000@gmail.com,37 days ago
"317 S 6th St # 1, Philadelphia, PA, 19106",2,19106,(610) 299-8501,1999,1,(610) 299-8501,todor.dev000@gmail.com,90 days ago
"203 N 8th St # 806, Philadelphia, PA, 19106",1,19106,(215) 327-1552,1980,1,MRC Inc  (215) 327-1552,todor.dev000@gmail.com,37 days ago
"118 S 7th St # 606, Philadelphia, PA, 19106",2,19106,(215) 327-1552,1980,1,MRC Inc  (215) 327-1552,todor.dev000@gmail.com,12 days ago
"8 S Letitia St APT 502, Philadelphia, PA, 19106",1,19106,(215) 429-7102,1950,1,Very Real Estate  (215) 429-7102,todor.dev000@gmail.com,2 days ago
"136-38 N 2nd St # 3D, Philadelphia, PA, 19106",2,19106,(215) 253-3439,1975,1,Settle Down Philadelphia  (215) 253-3439,todor.dev000@gmail.com,9 days ago
"130 Arch St APT 201, Philadelphia, PA, 19106",2,19106,(267) 463-2428,1915,1,Rent Scene  (267) 463-2428,todor.dev000@gmail.com,224 days ago
"105 N 2nd St APT 106, Philadelphia, PA, 19106",2,19106,(267) 246-5474,1899,1,VUE real estate group  (267) 246-5474,todor.dev000@gmail.com,26 days ago
"407 Cypress St APT 1R, Philadelphia, PA, 19106",1,19106,(610) 613-1297,1895,1,BHHS Fox & Roach-Center City W  (610) 613-1297,todor.dev000@gmail.com,37 days ago
"20 S Letitia St # 3, Philadelphia, PA, 19106",1,19106,(215) 609-6529,1895,1,Compass / The Barach Group  (215) 609-6529,todor.dev000@gmail.com,22 days ago
"232 Pine St # 2F, Philadelphia, PA, 19106",2,19106,(856) 296-6078,1890,1,(856) 296-6078,todor.dev000@gmail.com,14 days ago
"126 Arch St # AB, Philadelphia, PA, 19106",2,19106,(917) 626-8228,1895,1,(917) 626-8228,todor.dev000@gmail.com,24 days ago
"59 N 3rd St APT 4A, Philadelphia, PA, 19106",1,19106,(267) 439-6926,1875,1,National Realty Old City   (267) 439-6926,todor.dev000@gmail.com,236 days ago
"105 N 2nd St # 10F, Philadelphia, PA, 19106",2,19106,(267) 270-6634,1849,1,VUE Real Estate Group  (267) 270-6634,todor.dev000@gmail.com,92 days ago
"732 Sansom St, Philadelphia, PA, 19106",2,19106,(302) 563-6118,1850,1,(302) 563-6118,todor.dev000@gmail.com,19 days ago
"15 S Bank St, Philadelphia, PA, 19106",2,19106,(267) 977-3799,1800,1,ASI Management  (267) 977-3799,todor.dev000@gmail.com,14 days ago
"236 Quarry St APT 2, Philadelphia, PA, 19106",2,19106,(267) 402-8017,1825,1,S & S Properties  (267) 402-8017,todor.dev000@gmail.com,219 days ago
"122 Cuthbert St, Philadelphia, PA, 19106",2,19106,(215) 327-1552,1795,1,(215) 327-1552,todor.dev000@gmail.com,52 days ago
"309 Arch St # 303, Philadelphia, PA, 19106",1,19106,(215) 783-3434,1775,1,Very Real Estate  (215) 783-3434,todor.dev000@gmail.com,32 days ago
"220 N Columbus Blvd # 420, Philadelphia, PA, 19106",1,19106,(215) 327-1552,1775,1,(215) 327-1552,todor.dev000@gmail.com,27 days ago
"721 Spruce St APT 1F, Philadelphia, PA, 19106",2,19106,(267) 463-2428,1775,1,Rent Scene  (267) 463-2428,todor.dev000@gmail.com,182 days ago
"500 S 47th St # T1NNBC2TK, Philadelphia, PA, 19143",0,19143,,995,1,,todor.dev000@gmail.com,6 hours ago
"4604 Baltimore Ave # 2F, Philadelphia, PA, 19143",0,19143,(215) 387-1002,925,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,12 days ago
"2046 Locust St APT 4F, Philadelphia, PA, 19103",1,19103,(267) 307-4197,1375,1,William penn realty  (267) 307-4197,todor.dev000@gmail.com,8 days ago
"121 Cuthbert St # 2, Philadelphia, PA, 19106",1,19106,(267) 858-9705,1750,1,Keller Williams Philly  (267) 858-9705,todor.dev000@gmail.com,3 days ago
"2046 Fitzwater St # A, Philadelphia, PA, 19146",1,19146,(267) 934-4040,1450,1,(267) 934-4040,todor.dev000@gmail.com,9 days ago
"230 Pine St # 2F, Philadelphia, PA, 19106",1,19106,(215) 735-7368,1795,1,OCF Realty  (215) 735-7368,todor.dev000@gmail.com,26 days ago
"38 N Front St, Philadelphia, PA, 19106",1,19106,,1850,1,,todor.dev000@gmail.com,3 days ago
"Hazel Ave, Philadelphia, PA, 19143",0,19143,(443) 824-4481,890,1,(443) 824-4481,todor.dev000@gmail.com,46 days ago
"4748 Pine St APT 403, Philadelphia, PA, 19143",0,19143,(215) 563-5880,785,1,Greenzang Properties  (215) 563-5880,todor.dev000@gmail.com,1 day ago
"4839 Pine St APT A3, Philadelphia, PA, 19143",0,19143,(215) 563-5880,775,1,Greenzang Properties  (215) 563-5880,todor.dev000@gmail.com,2 days ago
"4700 Cedar Ave APT 1R, Philadelphia, PA, 19143",0,19143,(215) 222-4800,795,1,Urban & Bye  (215) 222-4800,todor.dev000@gmail.com,21 days ago
"3516 Spring Garden St APT B18, Philadelphia, PA, 19104",0,19104,(215) 222-2844,950,1,Knickerbocker Properties  (215) 222-2844,todor.dev000@gmail.com,115 days ago
"101 S 41st St, Philadelphia, PA, 19104",0,19104,(610) 659-8732,925,1,Nares LLC  (610) 659-8732,todor.dev000@gmail.com,4 days ago
"4328 Osage Ave APT 1F, Philadelphia, PA, 19104",0,19104,(215) 222-2000,905,1,(215) 222-2000,todor.dev000@gmail.com,14 days ago
"3705 Powelton Ave # 3F, Philadelphia, PA, 19104",0,19104,(215) 387-1002,900,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,37 days ago
"4022 Spruce St, Philadelphia, PA, 19104",0,19104,(215) 222-2000,865,1,(215) 222-2000,todor.dev000@gmail.com,7 hours ago
"4325 Sansom St APT 2F, Philadelphia, PA, 19104",0,19104,(215) 387-1002,850,1,"New Age Realty Group, Inc.  (215) 387-1002",todor.dev000@gmail.com,8 hours ago
"227 S 44th St, Philadelphia, PA, 19104",0,19104,(267) 323-1076,865,1,(267) 323-1076,todor.dev000@gmail.com,9 days ago
"501 S 42nd St # 2REAR, Philadelphia, PA, 19104",0,19104,(215) 939-1339,850,1,(215) 939-1339,todor.dev000@gmail.com,51 days ago
"3602 Hamilton St # 3602, Philadelphia, PA, 19104",0,19104,(856) 249-0406,800,1,AAN LLC  (856) 249-0406,todor.dev000@gmail.com,248 days ago
"130 S 45th St APT 3B, Philadelphia, PA, 19104",0,19104,(551) 482-1882,800,1,KMR-KRUS  (551) 482-1882,todor.dev000@gmail.com,90 days ago
"503 N 35th St # L1, Philadelphia, PA, 19104",0,19104,(215) 519-1639,750,1,(215) 519-1639,todor.dev000@gmail.com,4 days ago
"4239 Sansom St # 2, Philadelphia, PA, 19104",0,19104,(609) 271-8315,750,1,(609) 271-8315,todor.dev000@gmail.com,28 days ago
"4338 Pine St # 3R, Philadelphia, PA, 19104",0,19104,(215) 222-4800,745,1,Urban & Bye  (215) 222-4800,todor.dev000@gmail.com,6 days ago
"4236 Spruce St # 4236, Philadelphia, PA, 19104",0,19104,(215) 387-4137,700,1,Constellar Corp  (215) 387-4137,todor.dev000@gmail.com,12 days ago
"501 N 35th St, Philadelphia, PA, 19104",0,19104,(215) 519-1639,750,1,(215) 519-1639,todor.dev000@gmail.com,6 days ago
"745 S 11th St # 2, Philadelphia, PA, 19147",1,19147,,1225,1,,todor.dev000@gmail.com,16 days ago
"1108 S 8th St # 2FL, Philadelphia, PA, 19147",0,19147,(215) 939-1339,1100,1,(215) 939-1339,todor.dev000@gmail.com,41 days ago
"1200 S 10th St # 2, Philadelphia, PA, 19147",0,19147,(215) 327-3156,950,1,REMAX Home Experts  (215) 327-3156,todor.dev000@gmail.com,2 days ago
"520 South St # B, Philadelphia, PA, 19147",0,19147,(609) 217-1577,900,1,Coldwell Banker Preferred  (609) 217-1577,todor.dev000@gmail.com,5 days ago
"918 S 12th St # 2F, Philadelphia, PA, 19147",0,19147,(215) 863-9929,895,1,Horizon Properties Rentals  (215) 863-9929,todor.dev000@gmail.com,53 days ago
"235 Christian St REAR 3F, Philadelphia, PA, 19147",0,19147,(732) 688-5154,850,1,(732) 688-5154,todor.dev000@gmail.com,6 hours ago
"311 S 20th St APT 23, Philadelphia, PA, 19103",1,19103,(267) 307-4197,1325,1,(267) 307-4197,todor.dev000@gmail.com,309 days ago
"311 S 22nd St APT 4, Philadelphia, PA, 19103",1,19103,(215) 288-4519,1300,1,(215) 288-4519,todor.dev000@gmail.com,48 days ago
"Chestnut St, Philadelphia, PA, 19103",0,19103,(484) 919-7595,1325,1,(484) 919-7595,todor.dev000@gmail.com,12 days ago
"155 N 21st St APT 3R, Philadelphia, PA, 19103",1,19103,(215) 407-1248,1295,1,(215) 407-1248,todor.dev000@gmail.com,2 days ago
